"","DCIS.15T","DCIS.166T","DCIS.178T","DCIS.17T","DCIS.18T","DCIS.274T","DCIS.280T","DCIS.307T","DCIS.320T","DCIS.322T","DCIS.336T","IDC.127T","IDC.180T.HER2.","IDC.192T.HER2.","IDC.229T.HER2.","IDC.249T.TN","IDC.251T.TN","IDC.255T.TN","IDC.340T.TN","IDC.97T","IDC.242T","IDC.256T","N113OT","N113ST","N166OT","N166ST","N169OT","N169ST","N170OT","N170ST","N215OT","N215ST","N250OT","N250ST","N253OT","N253ST","N256ST.BRCA1","N261ST.BRCA1","N335ST.BRCA2","N352ST.BRCA1","N353ST.BRCA2"
"CTSD",57,24,43,114,135,18493,222,0,5,0,445,10,527,66,56,33,603,0,22,11,2,9,24,792,23,82,3,23,5,28,10,1,32,5,63,186,9,256,9,1393,150
"CTSE",83,3,1,5,1,9,0,0,1,0,0,0,0,0,0,0,0,0,50,4,2,23,2,0,0,0,0,103,1,2,1,1,1,1,0,0,2,0,0,2,0
"CTSF",571,1,7,8,5,10,23,0,0,0,0,84,1,2,1,0,0,0,2,1,11,14,8,4,14,2,15,1173,2,1,0,6,63,3,9,19,0,0,1,7,5
"CTSG",106,1,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0
"CTSH",93,10,5,13,39,8,7,0,0,0,0,0,78,34,43,16,0,0,0,41,0,2,1,0,5,2,2,6,9,0,41,2,0,2,0,7,2,430,35,20,128
"CTSK",3,0,1,9,0,9,15,0,0,0,0,1,37,18,3,0,2,0,0,11,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,71,0,3,170
"CTSL",18,28,51,11,3,36,1,0,0,0,449,24,244,38,27,0,1,0,0,2,0,1,0,3,2,1062,0,3,3,4,3,32,8,3,19,3,102,1177,17,2796,883
"CTSL3P",0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,3,0,0,0,0,1,0,7,0,0,6,1,0,0,0,0,0,1,0
"CTSLP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTSLP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0
"CTSO",3,1,3,3,6,3,1,0,0,0,0,0,16,41,9,0,0,0,0,1,129,0,0,1,2,21,0,145,2,3,1,0,4,1,10,0,1,2,0,2,2
"CTSS",13,8,103,7,0,226,60,1,0,2301,314,14,433,70,309,0,70,0,0,1,2,2,4,0,3,0,785,1,0,24,0,0,7,3797,2,5,12,58,17,217,238
"CTSV",20,75,22,2,30,0,0,0,0,0,0,20,0,0,2,0,1,0,429,24,143,3,9,1,25,13,12,0,21,6,7,2,2,6,1,33,0,0,0,0,2
"CTSW",219,15,39,71,94,6147,13896,45,20,127,0,4,3,9,24,55,144,0,0,0,476,294,1,1,53,6,46,11,132,10544,13,10,2,15,4,7,30,11,15044,5,177
"CTSZ",37,2,9,10,15,0,3,0,0,0,0,1,9,4,1,0,0,0,0,0,6,1,7,1,2,5,1,2,3,1,254,1,0,25,0,7,0,1,21,3,12
"CTTN",49,4,206,8,52,1,74,1,0,0,0,13,1,4,2,0,3,1,1,85,3,78,12,15,57,31,25,7,70,4,3,5,2,1,7,11,1,32,1,0,4
"CTTNBP2",28,5,51,356,20,0,0,0,0,0,0,20,0,0,0,2,0,0,3,1,57,5,424,9,40,175,8,50,160,170,4,20,10,6,2,47,0,0,0,0,0
"CTTNBP2NL",46,8,125,7,133,0,0,0,0,0,0,14,19,31,12,0,0,0,0,0,0,1,12,0,1,0,5,3,3,4,0,0,0,3,4,1,0,4,85,10,184
"CTU1",263,42,51,45,42,0,2,2,1,0,4,59,1,2,0,4,7,0,9,18,62,36,12,12,140,6,17,844,23,89,25,15,1,12,16,19,3,2,1,5,5
"CTU2",6,8,11,5,1666,0,33,0,2,0,23,49,5,5,2,0,0,0,0,38,7,3,46,3,114,57,3,8,1,5,18,3,6,5,0,13,13,0,3,5,6
"CTXN1",9159,2,27,1452,458,0,0,1,0,1,0,48,1,0,0,1,6,1,10,16,113,181,24,10,20,16,17,63,7,4,8,139,18,117,59,5,1,0,2,1,1
"CTXN2",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,636,0,0,14,2,6,0,0,0,0,0,0
"CTXN3",0,0,6,24,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
"CUBN",28,280,17,279,21,2,5,7,0,15,0,15,0,14,1,0,0,0,0,10,5,72,2,6,16,5,6,26,89,61,5,3,8,4,72,9,0,9,0,21,0
"CUEDC1",218,34,22,111,158,1,6,0,0,0,1,30,2,1,0,4,17,307,11,37,44,28,136,11,31,40,31,26,102,197,74,150,2,2,41,24,2,2,14,3,4
"CUEDC2",21,6,2,102,5,0,39,0,0,0,0,4,5,11,3,0,0,0,0,0,8,4,0,0,0,0,0,5,1,0,0,1,0,0,0,11,0,3,0,7,14
"CUL1",18,10,10,100,110,17,509,410,629,10306,12230,10,17,64,31,0,14,4,0,2,2,1,1,1,1,2,385,5,1,11,3,0,1,8,1,11,4,245,86,102,154
"CUL2",46,54,1,3,39,5,172,0,1,0,0,20,24,169,79,0,4,0,0,0,29,19,4,4,5,5,76,10,1,0,6,2,2,3,4,1,7,19,18,32,38
"CUL3",19,4,13,14,9,8,118,61,102,30,3,17,133,662,68,4,49,353,7,20,32,4,63,3,19,15,29,20,98,76,53,6,4,197,10,26,179,231,139,172,153
"CUL4A",10,89,25,36,163,28,122,6,9,0,5,40,9,92,97,31,0,2,1,28,75,3,23,18,21,149,11,24,433,3,824,5,29,54,4,13,10,408,95,1030,126
"CUL4B",10,15,0,16,3,0,5,0,1,462,1,3,41,49,124,0,0,2,0,15,5,0,4,184,0,11,46,9,0,2,0,0,0,75,101,15,78,114,27,22,332
"CUL5",294,7,8,51,19,20,19,5,0,5,11,46,87,354,83,0,0,0,0,0,29,17,335,15,5,2,17,4,18,11,8,0,3,26,5,294,353,22,155,82,375
"CUL7",77,28,115,54,521,3,1098,0,0,0,0,61,8,5,4,0,0,0,0,18,44,26,54,3,8,6,17,54,26,91,5,1640,5,29,69,12,84,61,20,20,7
"CUL9",371,55,106,171,425,0,12,42,0,0,16,43,0,23,9,0,0,0,0,24,139,8,3,14,53,1365,8,90,19,272,47,208,16,8,4,27,4,94,30,52,1
"CUTA",0,0,59,0,6,529,32,0,0,0,0,0,3,11,116,0,6,0,1,2,0,0,0,0,0,0,42,13,0,3,0,0,0,61,8,1,0,171,34,7,9
"CUTC",0,0,1,1,18,0,0,0,0,0,27,0,15,1,20,0,0,0,0,2,0,1,3,0,0,0,1,1,0,7,0,0,0,0,0,0,4,0,0,2,15
"CUX1",98,143,105,569,140,11,85,0,2,0,1,274,11,16,5,1,17,0,10,676,156,58,128,385,352,287,218,247,98,401,12714,2260,133,88,84,197,15,124,529,94,100
"CUX2",297,65,329,75,130,0,86,2,2,0,0,243,1,0,0,2,0,1,3,77,137,20,12,14,102,96,26,309,37,26,158,336,1542,32,16,50,0,1,1,2,0
"CUZD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CWC15",1,22,0,1,6,153,439,0,4,4,72,7,6,59,28,0,0,0,21,1,0,0,1,1,0,1,3,0,0,6,1,0,2,53,9,2,6,16,46,12,65
"CWC22",1,0,6,3,4,23,608,2,0,14,83,27,13,264,155,8,0,0,3,2,56,3,0,2,4,36,8,6,2,4,2,3,5,54,2,44,27,1089,82,77,93
"CWC25",11,93,27,1,9,72,302,0,0,1666,184,3,47,43,27,10,37,0,1,0,10,1,10,3,6,12,12,16,9,59,18,0,2,26,68,22,33,770,5134,312,235
"CWC27",7,5,6,12,13,2,0,0,0,8,182,10,62,53,102,0,9,7,59,0,4,6,0,1,0,1,15,14,2,28,1,0,8,9,0,1,34,269,657,97,44
"CWF19L1",3,0,0,0,0,2,4,1,0,0,0,18,4,36,288,0,0,0,0,0,28,23,0,0,0,11,0,3,0,3,0,0,1,1,1,1,55,3,333,13,37
"CWF19L2",0,4,1,0,4,26,0,4,7,0,0,1,38,93,105,1,24,10,6,13,1,1,10,0,1034,8,8,0,0,20,0,0,112,4,24,6,19,43,7,32,225
"CWH43",54,5,3,8,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,17,85,5,0,0,2,2,2,43,1,1,76,1,0,2,0,0,0,0,0
"CX3CL1",19,2,17,144,28,42,6,0,0,0,0,21,0,0,0,0,0,0,0,2,1828,2,0,0,33,0,3,8,2,10,0,1,330,762,11,8,1,0,0,3,2
"CX3CR1",74,2,1,3,8,16,0,0,0,5,0,1,0,1,7,0,5,0,0,0,1,2,255,8,1,1,0,0,2,9,2,0,1,1,0,6,0,0,0,0,0
"CXADR",103,2,10,49,12,2,0,0,0,1,1,64,0,2,9,0,0,1,0,2,4,24,18,0,18,1,152,21,4,1,0,5,1,4,1,13,1,0,1,81,2
"CXADRP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"CXADRP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXCL1",11,1,0,0,0,1,0,0,0,0,0,2,82,0,0,0,0,0,0,0,1,0,1,0,0,0,4,22,0,2,5,1,14,71,109,2,14,192,139,90,1742
"CXCL10",0,0,0,0,0,0,0,0,0,0,0,1,18,3,76,0,0,0,0,4,2,0,0,4,0,0,0,0,0,0,0,0,5,0,0,3,1,43,0,60,44
"CXCL11",1,0,1,10,0,0,0,0,0,0,0,0,70,0,18,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"CXCL12",16,94,16,8,49,0,0,0,0,0,0,6,0,0,0,0,0,1,0,18,67,1,26,0,11,3,20,4,4,0,2,3,1,14,6,2,0,2,2,0,28
"CXCL13",3,0,2,3,58,0,0,0,0,0,0,1,95,4068,1191,159,1,0,30,2,99,0,0,0,1,0,0,0,0,1,0,5,16,0,0,1,0,1,0,1,12
"CXCL14",2,0,35,15,5,1,23,0,0,0,4,1,1,0,2,0,0,0,0,2,0,9,0,0,3,1,205,66,14,1,3,1,1,2,1,3,2,2,2,0,0
"CXCL16",66,16,90,6,29,231,2931,0,0,0,0,1,32,0,5,0,0,0,25,1,2,13,4,3,50,1355,1,39,29,102,4,1,31,7,33,20,6,22,48,17,85
"CXCL17",4,0,0,4,3,0,4,0,0,0,0,16,0,0,0,0,0,0,0,19,0,0,2,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"CXCL2",0,0,0,6,0,0,23,0,0,0,233,0,1828,11,1,0,0,0,0,2,10,2,12,2,10,2,9,14,79,27,3,4,6,2,2,2,43,205,139,564,3836
"CXCL3",2,9,8,0,0,0,6,0,0,0,10,0,637,10,2,0,3,0,0,0,279,0,0,0,0,1,21,0,1,0,1,0,0,0,1,1,8,404,27,119,1259
"CXCL5",20,0,0,48,5,1,0,0,16,0,0,6,18,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2,1,0,0,0,0,1,0,0,46,227,367,302
"CXCL6",438,2,140,431,25,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,2,2,1,1,0,1,2,43,1,0,2,0,0,0,0,1,4,181
"CXCL8",1,15,0,25,1,86,12,0,0,64,99,0,6268,163,43,0,0,1,0,0,26,0,1,0,0,0,36,2,0,7,1,2,744,4,14,38,865,2306,3054,2901,37365
"CXCL9",1,0,0,29,0,0,0,0,0,0,0,2,1,41,2922,0,0,3,0,1,0,0,0,14,0,1,2,2,0,10,0,0,0,0,0,0,0,0,1,0,2
"CXCR1",4,2,181,8,17,0,0,0,0,0,0,6,1,0,0,0,0,0,0,8,2,1,20,0,30,1,8,4,220,63,2,3,0,18,0,1,0,0,0,0,0
"CXCR2",7,16,15,2,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,6,0,0,0,0,4,205,58,3,0,0,35,33,8,119,0,0,0,15,0
"CXCR2P1",71,4,0,4,12,21,0,0,0,5,0,10,0,0,0,0,0,0,0,0,2,2,0,0,1,5,4,2,1,0,0,3,0,2,0,1,0,0,0,0,0
"CXCR3",40,44,57,23,27,178,52630,0,11,0,773,145,19,44,38,13,110,33,0,0,102,14,8,9,5,17,208,7,4,5,4,12,7,795,22,1,8,111,154,3125,48
"CXCR4",211,1288,1818,412,320,13779,86673,3037,1718,841,3512,345,439,1081,783,1342,19866,45,248,25,154,46,3063,343,11,19,3441,988,1540,1235,4808,6,5010,11679,6612,4158,1369,555,9119,2352,2896
"CXCR5",32,57,11,9,108,27,1,0,0,0,2,62,2,14,3,0,8,1,0,10,0,83,4,2,2,13,2,5,31,6,6,2,0,3,1,2,0,2,2,2,0
"CXCR6",3,46,123,8,0,528,2591,0,0,0,2,1,37,73,6,9,2,0,0,1,26,0,12,0,2,0,14,1,5,8,0,0,9,468,6,0,18,6,38,13,139
"CXorf21",1,1,1,0,1,0,1,0,0,0,0,6,23,140,39,19,0,0,0,2,1,22,0,0,0,5,24,0,1,57,0,0,0,1,0,0,0,1,1,1,0
"CXorf23",81,4,7,4,16,4,4,0,0,0,4,2,0,44,4,1,1,0,0,1,6,3,1,4,5,154,1,8,5,37,0,0,40,0,111,15,5,14,133,15,43
"CXorf36",40,2,30,41,38,3,2,0,0,0,0,12,0,0,0,0,1,0,0,6,34,3,129,54,5,24,24,263,27,16,74,133,165,1,8,9,0,3,1,100,0
"CXorf38",32,17,82,16,140,954,100,2,0,14,1,163,29,130,43,2,4,0,2,3,1,4,6,5,39,5,147,4,8,272,7,207,0,87,107,61,13,8,109,60,69
"CXorf40A",0,0,0,21,1,1,5,0,333,0,2,0,1,35,4,0,0,1,0,4,0,1,0,0,2,8,1,0,0,0,1,0,0,3,1,23,1,0,1,0,4
"CXorf40B",2,1,1,0,0,33,21,0,103,1,42,0,2,34,5,0,0,0,0,1,0,0,0,0,0,4,2,20,0,1,135,1,2,4,0,38,1,2,3,162,7
"CXorf49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXorf49B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXorf51A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXorf51B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXorf56",1,22,0,1,5,0,3,0,0,0,1,3,8,4,15,0,0,0,0,7,0,798,0,0,0,13,1,0,2,0,175,1,1,0,0,3,10,6,24,12,20
"CXorf57",3,0,1,44,5,0,0,1,0,0,1,6,12,7,3,3,0,0,0,214,3,0,7,3,198,42,0,9,28,5,0,3,4,2,1,0,15,74,1,80,0
"CXorf58",2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,4,0,1,1,1,0,0,0,0,0,0,0,0,11,0
"CXorf65",0,1,0,70,0,1,105,0,0,9,0,0,2,15,8,0,152,1,1,0,6,0,0,0,150,6943,0,0,23,20,0,0,0,0,476,2,10,24,20,26,0
"CXorf66",4,146,1,5,1,0,1,0,0,0,0,11,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,0
"CXorf67",42,1,5,7,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,10,2,3,2,2,4,1,0,1,2,14,0,51,0,0,0,0,0,0
"CXXC1",60,113,1916,278,61,1060,356,4,24707,7475,603,21,7,31,7,4,39,0,2,22,11,21,126,148,51,15,53,6,25,44,215,52,3,135,1,6,5,3197,212,17639,20
"CXXC1P1",2,1,7,1,4,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,166,1,0,1,8,0,0,0,4,1,0,0,0,0,0,0,0,0,0
"CXXC4",33,16,183,35,34,6,5,4,12,10,8,342,5,3,4,37,89,24,69,2,9,551,4,5,5,23,50,79,21,3,3,29,66,9,135,69,25,17,25,12,14
"CXXC5",107,23,24,108,116,0,0,0,0,0,2,54,6,2,2,0,0,1,2,424,37,105,15,1480,9,6,465,140,5,8,888,42,96,2,3,11,6,2,117,71,14
"CYB561",119,14,107,58,17,69,738,16,0,0,13,5,3,5,8,0,4,0,0,39,2,20,5,3,5,11,9,13,3,208,7,1,2,27,15,65,2,0,22,28,19
"CYB561A3",73,11,63,20,84,2,136,0,0,1,0,29,6,3,4,7,5,0,0,0,27,11,2,0,7,1,4,39,4,0,3,7,4,5,188,18,0,575,3,3,19
"CYB561D1",9,5,64,6,4,1,30,1,0,0,1,37,19,17,9,0,0,1,19,3,0,3,4,2,4,4,4,2,550,26,1,4,7,24,2,1,1,26,23,2090,10
"CYB561D2",33,4,73,2,24,3,0,0,0,0,117,2,2,9,4,20,0,0,0,15,60,0,14,2,0,0,2,1,3,7,0,1,0,0,0,1,1,18,8,41,9
"CYB5A",0,1,1,0,0,5,0,0,0,0,0,85,1,9,4,0,0,0,0,0,51,0,1,1,1,0,0,1,0,0,0,0,0,2,2,0,0,0,6,6,6
"CYB5B",0,5,104,7,3,73,37,0,1,0,0,7,7,119,46,0,0,0,2,3,2,0,1,0,2,0,4,0,1,1,0,0,3,15,0,3,648,7,10,39,201
"CYB5D1",66,34,3,39,1,39,206,120,124,39,5,2,4,9,54,2,15,0,0,3,37,0,10,1,5,1,10,506,0,81,1,3,5,48,1,2,16,201,600,201,38
"CYB5D2",396,15,16,108,24,1,1,2,0,0,31,15,3,2,8,0,0,0,0,0,89,1,0,0,42,3,23,4,6,16,1,4,0,1,3,50,16,18,137,67,21
"CYB5R1",13,3,0,1,76,241,1,1,0,0,146,6,21,29,34,1,0,0,0,0,90,2,1,1,0,2,0,0,0,0,0,0,4,4,1,7,6,5,3,25,82
"CYB5R2",37,8,70,26,14,1,0,0,0,0,0,14,0,0,0,0,1,0,0,4,1,16,0,5,20,8,28,29,12,147,3,1,2,51,15,3,1,1,1,0,6
"CYB5R3",34,33,1104,19,15,351,174,52,0,38,88,61,10,20,7,310,1,4,0,5,12,216,39,1500,2945,138,33,84,58,45,148,195,146,34,2,6,110,290,5,1380,64
"CYB5R4",5,9,0,0,1,11,1,2,1,18,0,0,51,50,22,0,33,0,0,0,3,1,0,16,1,0,0,8,6,0,16,0,3,0,3,0,14,14,516,1,160
"CYB5RL",78,3,64,13,6,1,2,0,58,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,4,0,0,8,0,0,1,1,3,0,10,0,0,0,0,14,0
"CYBA",138,30,363,199,69,22,2433,0,1,7,1081,9,19,53,23,0,0,0,0,4,165,2,343,28,602,8,821,12,5,2,28,587,2,334,3183,16,38,448,115,360,55
"CYBB",3,6,9,9,183,0,0,0,0,0,0,21,181,0,53,0,35,0,0,1,37,0,2,0,2,3,2,29,4,21,0,2,3,0,0,18,0,3,1,1,10
"CYBRD1",3,32,3,10,5,0,6,0,0,0,0,12,46,4,0,0,0,0,0,0,0,0,0,12,1,2,0,9,0,2,38,0,1,23,2,4,2,2,0,44295,344
"CYC1",23,3,2,9,3,2,6,0,0,0,6,2,4,26,13,0,1,57,1,0,5,1,26,48,0,1,1,2,2,0,0,4,0,2,2,86,0,3,1,633,31
"CYCS",0,2,1,7,17,39,9,0,2107,20,8,2,256,389,622,11,16,2,155,0,9,1,37,3,7,0,1,14,10,88,0,0,45,55,4,5,47,1710,335,357,524
"CYCSP52",0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0
"CYFIP1",644,83,613,2968,855,1,2494,0,0,3,0,501,90,13,13,0,0,0,0,35,9,105,132,22,574,160,532,1551,292,51,86,13,62,97,21,43,0,38,10,1,371
"CYFIP2",109,2267,182,225,169,597,508,2389,95,7354,95,469,25,107,152,4,75,16,31,22,37,12,5901,14,8,43,173,18,48,18,20,1,60,148,680,39,100,514,300,712,225
"CYGB",12,21,25,9,23,0,1,0,1,0,0,95,1,0,1,0,0,0,0,3,16,27,225,8,476,355,12,23,186,1,8,22,1,10,3,368,0,1,0,1,1
"CYHR1",34,26,135,6,15,5,0,1,0,0,56,7,1,10,1,0,1,0,0,1,4,15,31,3,23,26,29,6,12,0,9,14,37,8,3,27,3,1361,3,12,20
"CYLC1",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,0,0,2,1,0,0,0,1,1,0,0,0,4,0
"CYLC2",0,0,4,24,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,0,0,0,0,0,0
"CYLD",35,8,21,966,31,1366,1418,93,35334,35,152,31,314,601,334,330,152,284,116,11,13,2,958,104,77,3,36,69,30,7,139,145,50,161,263,46,171,1012,75,165,1374
"CYMP",99,9,80,16,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,24,12,0,1,66,0,18,79,36,34,0,0,0,0,10,4,0,0,0,0,0
"CYP11A1",46,8,20,53,23,0,0,0,0,493,0,139,0,0,0,0,0,0,0,297,27,3,51,1,547,3,18,59,19,70,24,4,92,3,0,5,0,0,0,3,0
"CYP11B1",102,72,2,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,9,5,0,2,0,4,13,1,0,5,1,0,36,0,165,0,0,0,0,0
"CYP11B2",199,14,0,6,466,0,0,0,0,0,0,18,0,1,0,0,0,0,0,0,0,1,8,0,89,1,0,0,0,1,1,2,13,8,0,2,0,2,0,1,0
"CYP17A1",43,3,10,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,71,2,1,0,41,3,3,5,12,0,4,3,0,2,0,212,0,0,0,0,2
"CYP19A1",12,4,2,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,1,0,0,0,23,1,3,1,17,0,9,0,1,0,0,0,0,1,0
"CYP1A1",2,1,50,356,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,1,0,0,1,4,1,0,1,0,0,0,1,4,6,0,0,0,0,23,3
"CYP1A2",22,2,2,239,52,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,4,0,1,1,18,120,1,6,0,0,0,3,1,0
"CYP1B1",52,135,36,10,7,3,0,0,2,0,0,7,41,0,0,1,0,0,0,6,443,8,77,19,272,11,21,6848,42,2,36,28,64,159,370,86,7,865,12,221,3024
"CYP1B1-AS1",0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,9,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"CYP20A1",7,3,14,18,15,291,340,39,2,2,32,9,34,166,114,5,1,1,2,4,26,16,9,2,24,14,6,2,12,12,32,2,4,96,16,5,7,33,746,1940,171
"CYP21A1P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP21A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"CYP24A1",8,6,22,2,5,0,1,0,0,0,5,2,0,0,0,0,0,0,0,1,2,5,1,0,4,2,6,1,0,3,0,1,3,30,4,4,0,0,0,16,0
"CYP26A1",33,16,19,1105,3027,0,0,0,0,0,0,13,0,0,0,0,0,0,0,5,18,29,86,21,48,11,8,19,6,1,82,8,10,301,0,31,0,0,0,2,0
"CYP26B1",84,33,141,156,143,1,0,0,2,0,0,19,0,0,0,0,0,3,0,1,139,3,7,17,5,28,7,159,8,2,23,10,53,137,53,14,0,0,0,2,0
"CYP26C1",57,9,42,108,114,0,0,0,0,0,0,33,0,0,0,0,0,0,0,7,9,25,8,283,40,7,364,16,21,4,0,30,11,256,6,1062,0,0,0,7,0
"CYP27A1",49,11,42,12,22,0,0,0,0,0,0,1,4,0,0,0,0,0,0,204,7,10,9,2,1,5,3,42,4,2,2,4,2,24,2,11,0,3,0,0,7
"CYP27B1",74,6,2,10,28,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,16,0,0,1,67,5,16,4,4,131,3,2,2,1,60,4,1,5,3,0,25
"CYP27C1",56,15,8,17,16,20,417,0,0,0,0,18,0,0,0,0,0,0,2,1,4,0,1,26,6,7,20,14,51,6,107,2,1,3,5,8,0,3,0,0,0
"CYP2A13",11,0,1,9,1209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,81,0,4,409,8,16,0,4,0,0,4,1,0,1,0,0,0,0,0
"CYP2A6",1,0,0,18,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1025,8,0,0,0,11,0,12,0,0,1,1,1,0,0,0,0,0,0
"CYP2A7",1,3,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,29,1,1,0,0,0,1,0,0,0,10,102,0,0,0,0,0,0
"CYP2B6",29,0,5,5,11,4,12,0,0,25,0,5,0,0,0,0,0,0,0,0,1,4,3,7,0,1,1,1,1,25,68,2,1,0,5,0,0,0,0,1,0
"CYP2B7P",10,2,46,0,5,0,2,0,0,0,0,42,0,0,0,0,0,0,1,8,3,0,3,222,1,2,1,0,20,0,0,1,570,2,0,20,0,1,0,0,0
"CYP2C18",165,2,66,39,2,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,7,5,0,0,0,0,1,39,1,2,0,0,0,0,0,0,0,0,0,7,0
"CYP2C19",0,0,87,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,15,5,3,7,2,1,1,1,0,0,0,0,0,0
"CYP2C8",2,1,0,0,3,1,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,1,7,1,12,0,0,0,6,0,2,0,0,0,3,0,0,0,0,0
"CYP2C9",4,1,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,586,0,0,35,0,0,0,13,1
"CYP2D6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP2D7",14,1,1,2,10,0,176,0,0,0,0,26,0,0,0,0,9,0,0,2,5,2,3,2,0,8,18,8,8,3,98,0,37,8,107,825,0,1,0,0,0
"CYP2E1",6,23,5,6,1,0,4280,0,0,0,0,6,0,0,0,0,0,0,0,2,2,0,1,1,1,4,12,5,6,0,0,2,0,0,1,0,0,0,0,0,0
"CYP2F1",30,55,10,7,15,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,2,123,0,96,2,4,514,197,5,0,24,2,1,10,0,0,0,6,0
"CYP2G1P",7,12,1,8,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,1,7,0,0,0,0,0,0,0,0,8,0,3,0
